Indiana,2026-IN-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,490/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Iowa,2026-IA-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,549.3/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Kansas,2026-KS-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,210.1/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Kentucky,2026-KY-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,246.95/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Louisiana,2026-LA-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,832.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Maine,2026-ME-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,313.05/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Maryland,2026-MD-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,493.62/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Massachusetts,2026-MA-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,377.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Minnesota,2026-MN-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,438.1/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Mississippi,2026-MS-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,987.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Missouri,2026-MO-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,268.69/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Montana,2026-MT-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,152.44/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Nebraska,2026-NE-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,394.93/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Nevada,2026-NV-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $54,407.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
New Hampshire,2026-NH-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $54,407.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
New Jersey,2026-NJ-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,364/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
New Mexico,2026-NM-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,317.2/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
North Dakota,2026-ND-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $53,430.99/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Oklahoma,2026-OK-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,810.12/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Oregon,2026-OR-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $49,256.56/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Rhode Island,2026-RI-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,541.87/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
South Carolina,2026-SC-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,987/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
South Dakota,2026-SD-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $54,407.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Tennessee,2026-TN-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $54,407.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Utah,2026-UT-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,355/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Vermont,2026-VT-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,055/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Virginia,2026-VA-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,484.1/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Washington,2026-WA-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $54,407.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
West Virginia,2026-WV-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $52,538.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Wisconsin,2026-WI-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $51,983.89/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
Wyoming,2026-WY-v1,"$65,000/yr gross, single filer",Engine-computed from sourced rate/bracket params,net $54,407.5/yr,$0 (self-consistent; params sourced from primary DOR/statute),claude-sonnet-5,2026-07-26
